sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
311,03/07/2025 5:51,03/07/2025 5:51,created,249,22,3,164.91,03/07/2025 5:51,efectivo,efectivo
451,03/07/2025 22:28,03/07/2025 22:28,created,379,34,1,129.99,03/07/2025 22:28,efectivo,efectivo
732,03/07/2025 17:34,03/07/2025 17:34,created,1004,55,1,399.98,03/07/2025 17:34,digital,PliN
1361,03/07/2025 7:05,03/07/2025 7:05,created,478,100,1,50.0,03/07/2025 7:05,Transferencia bancaria,BCP
1370,03/07/2025 0:03,03/07/2025 0:03,created,1014,101,2,99.96,03/07/2025 0:03,efectivo,efectivo
1384,03/07/2025 23:41,03/07/2025 23:41,created,341,102,2,119.98,03/07/2025 23:41,digital,pLin
1628,03/07/2025 5:50,03/07/2025 5:50,created,191,123,1,99.99,03/07/2025 5:50,Transferencia bancaria,Interbank
1714,03/07/2025 20:35,03/07/2025 20:35,created,341,132,4,239.96,03/07/2025 20:35,digital,PliN
1761,03/07/2025 23:23,03/07/2025 23:23,created,379,137,1,129.99,03/07/2025 23:23,Transferencia bancaria,pichincha
1764,03/07/2025 13:06,03/07/2025 13:06,created,341,137,4,239.96,03/07/2025 13:06,Transferencia bancaria,SCOTIABANK
1899,03/07/2025 10:51,03/07/2025 10:51,created,1073,148,1,199.99,03/07/2025 10:51,efectivo,efectivo
1994,03/07/2025 2:07,03/07/2025 2:07,created,579,155,1,39.99,03/07/2025 2:07,efectivo,efectivo
2257,03/07/2025 22:22,03/07/2025 22:22,created,957,175,1,299.98,03/07/2025 22:22,efectivo,efectivo
2694,03/07/2025 23:30,03/07/2025 23:30,created,478,206,5,250.0,03/07/2025 23:30,efectivo,efectivo
3311,03/07/2025 2:40,03/07/2025 2:40,created,1004,247,1,399.98,03/07/2025 2:40,efectivo,efectivo
3646,03/07/2025 16:27,03/07/2025 16:27,created,1004,272,1,399.98,03/07/2025 16:27,efectivo,efectivo
3812,03/07/2025 1:15,03/07/2025 1:15,created,1073,285,1,199.99,03/07/2025 1:15,efectivo,efectivo
4652,03/07/2025 3:23,03/07/2025 3:23,created,579,343,5,199.95,03/07/2025 3:23,digital,yapE
5434,03/07/2025 11:03,03/07/2025 11:03,created,191,396,5,499.95,03/07/2025 11:03,efectivo,efectivo
6558,03/07/2025 19:32,03/07/2025 19:32,created,478,474,4,200.0,03/07/2025 19:32,Transferencia bancaria,BCP
6617,03/07/2025 13:46,03/07/2025 13:46,created,1014,479,4,199.92,03/07/2025 13:46,digital,YAPe
8489,03/07/2025 9:51,03/07/2025 9:51,created,1004,616,1,399.98,03/07/2025 9:51,efectivo,efectivo
8887,03/07/2025 20:52,03/07/2025 20:52,created,579,640,1,39.99,03/07/2025 20:52,digital,yapE
10017,03/07/2025 12:55,03/07/2025 12:55,created,19,722,1,124.99,03/07/2025 12:55,Transferencia bancaria,bbvA
10069,03/07/2025 16:07,03/07/2025 16:07,created,379,726,1,129.99,03/07/2025 16:07,digital,PliN
11141,03/07/2025 10:49,12/07/2025 3:31,finalized,478,801,2,100.0,12/07/2025 3:31,Transferencia bancaria,BcP
11767,03/07/2025 15:11,08/07/2025 14:37,finalized,478,848,2,100.0,08/07/2025 14:37,Transferencia bancaria,scotiabank
12453,03/07/2025 18:46,08/07/2025 19:54,finalized,341,898,2,119.98,08/07/2025 19:54,efectivo,efectivo
12988,03/07/2025 16:17,09/07/2025 9:23,finalized,478,940,5,250.0,09/07/2025 9:23,digital,PliN
13829,03/07/2025 11:33,10/07/2025 21:26,finalized,957,1002,1,299.98,10/07/2025 21:26,Transferencia bancaria, BCP   
14036,03/07/2025 12:54,12/07/2025 10:45,finalized,1004,1014,1,399.98,12/07/2025 10:45,digital,PliN
14172,03/07/2025 16:59,12/07/2025 11:07,finalized,379,1021,1,129.99,12/07/2025 11:07,efectivo,efectivo
14352,03/07/2025 22:58,07/07/2025 12:21,finalized,1014,1034,5,249.9,07/07/2025 12:21,efectivo,efectivo
14477,03/07/2025 20:40,10/07/2025 1:36,finalized,1014,1045,3,149.94,10/07/2025 1:36,Transferencia bancaria,BCP
15146,03/07/2025 5:28,13/07/2025 21:11,finalized,341,1100,5,299.95,13/07/2025 21:11,Transferencia bancaria, Scotiabank
16161,03/07/2025 15:24,07/07/2025 13:12,finalized,579,1172,2,79.98,07/07/2025 13:12,digital,YAPe
16451,03/07/2025 17:46,14/07/2025 6:54,finalized,957,1197,1,299.98,14/07/2025 6:54,Transferencia bancaria,IntERBANK 
16535,03/07/2025 12:17,14/07/2025 3:11,finalized,379,1205,1,129.99,14/07/2025 3:11,efectivo,efectivo
16904,03/07/2025 19:24,07/07/2025 17:50,finalized,579,1233,4,159.96,07/07/2025 17:50,digital,pLin
17029,03/07/2025 13:04,08/07/2025 4:51,finalized,1004,1243,1,399.98,08/07/2025 4:51,efectivo,efectivo
17503,03/07/2025 2:21,07/07/2025 4:53,finalized,1073,1276,1,199.99,07/07/2025 4:53,Transferencia bancaria,IntERBANK 
17522,03/07/2025 0:46,09/07/2025 13:10,finalized,579,1277,2,79.98,09/07/2025 13:10,Transferencia bancaria,SCOTIABANK
17676,03/07/2025 8:38,13/07/2025 21:35,finalized,773,1288,1,51.99,13/07/2025 21:35,digital,yapE
17863,03/07/2025 14:43,13/07/2025 21:50,finalized,1073,1300,1,199.99,13/07/2025 21:50,efectivo,efectivo
19116,03/07/2025 20:28,14/07/2025 17:54,finalized,1073,1394,1,199.99,14/07/2025 17:54,Transferencia bancaria,Interbank
20759,03/07/2025 13:37,07/07/2025 5:48,finalized,478,1516,2,100.0,07/07/2025 5:48,digital,YAPe
