sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
1797,08/07/2025 9:25,08/07/2025 9:25,created,1014,140,5,249.9,08/07/2025 9:25,digital,yapE
1940,08/07/2025 4:42,08/07/2025 4:42,created,1004,151,1,399.98,08/07/2025 4:42,digital,pLin
2591,08/07/2025 11:26,08/07/2025 11:26,created,93,198,3,74.97,08/07/2025 11:26,digital,pLin
3098,08/07/2025 10:56,08/07/2025 10:56,created,478,232,2,100.0,08/07/2025 10:56,efectivo,efectivo
3171,08/07/2025 22:19,08/07/2025 22:19,created,745,238,5,74.95,08/07/2025 22:19,digital,YAPe
3225,08/07/2025 6:49,08/07/2025 6:49,created,379,241,1,129.99,08/07/2025 6:49,efectivo,efectivo
4470,08/07/2025 17:27,08/07/2025 17:27,created,579,331,4,159.96,08/07/2025 17:27,Transferencia bancaria,bbvA
4934,08/07/2025 2:07,08/07/2025 2:07,created,957,364,1,299.98,08/07/2025 2:07,Transferencia bancaria,BCP
6001,08/07/2025 10:29,08/07/2025 10:29,created,191,438,5,499.95,08/07/2025 10:29,efectivo,efectivo
6305,08/07/2025 8:58,08/07/2025 8:58,created,379,456,1,129.99,08/07/2025 8:58,efectivo,efectivo
7091,08/07/2025 16:15,08/07/2025 16:15,created,1004,512,1,399.98,08/07/2025 16:15,efectivo,efectivo
7274,08/07/2025 6:31,08/07/2025 6:31,created,579,526,5,199.95,08/07/2025 6:31,efectivo,efectivo
9565,08/07/2025 14:53,08/07/2025 14:53,created,191,688,5,499.95,08/07/2025 14:53,Transferencia bancaria,BBVA   
9729,08/07/2025 9:29,08/07/2025 9:29,created,1004,700,1,399.98,08/07/2025 9:29,Transferencia bancaria,  Pichincha  
9937,08/07/2025 6:13,08/07/2025 6:13,created,579,715,2,79.98,08/07/2025 6:13,Transferencia bancaria, Scotiabank
10080,08/07/2025 1:18,08/07/2025 1:18,created,1014,728,2,99.96,08/07/2025 1:18,Transferencia bancaria,SCOTIABANK
13116,08/07/2025 22:31,12/07/2025 22:19,finalized,478,948,5,250.0,12/07/2025 22:19,digital,YAPe
13311,08/07/2025 7:25,12/07/2025 14:35,finalized,957,962,1,299.98,12/07/2025 14:35,efectivo,efectivo
13689,08/07/2025 15:56,17/07/2025 8:17,finalized,341,991,5,299.95,17/07/2025 8:17,efectivo,efectivo
14071,08/07/2025 12:23,15/07/2025 6:42,finalized,478,1015,4,200.0,15/07/2025 6:42,Transferencia bancaria,BBVA   
14292,08/07/2025 16:24,14/07/2025 4:07,finalized,379,1028,1,129.99,14/07/2025 4:07,digital,pLin
14841,08/07/2025 8:04,17/07/2025 21:44,finalized,1014,1075,3,149.94,17/07/2025 21:44,Transferencia bancaria,BcP
14871,08/07/2025 17:28,18/07/2025 10:20,finalized,1014,1078,4,199.92,18/07/2025 10:20,Transferencia bancaria,bbvA
15908,08/07/2025 8:14,14/07/2025 6:45,finalized,478,1154,4,200.0,14/07/2025 6:45,digital,pLin
16071,08/07/2025 12:10,13/07/2025 14:32,finalized,341,1166,5,299.95,13/07/2025 14:32,Transferencia bancaria, Scotiabank
16234,08/07/2025 3:33,12/07/2025 13:25,finalized,341,1178,4,239.96,12/07/2025 13:25,efectivo,efectivo
