sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
351,27/12/2025 18:02,27/12/2025 18:02,created,191,25,2,199.98,27/12/2025 18:02,efectivo,efectivo
911,27/12/2025 7:12,27/12/2025 7:12,created,379,68,1,129.99,27/12/2025 7:12,efectivo,efectivo
1144,27/12/2025 15:10,27/12/2025 15:10,created,1073,86,1,199.99,27/12/2025 15:10,digital,yapE
1439,27/12/2025 22:19,27/12/2025 22:19,created,1004,108,1,399.98,27/12/2025 22:19,Transferencia bancaria,PichinchA
3470,27/12/2025 13:42,27/12/2025 13:42,created,341,257,5,299.95,27/12/2025 13:42,efectivo,efectivo
3604,27/12/2025 21:39,27/12/2025 21:39,created,1014,269,5,249.9,27/12/2025 21:39,efectivo,efectivo
3800,27/12/2025 6:56,27/12/2025 6:56,created,1014,284,4,199.92,27/12/2025 6:56,digital,YAPe
4451,27/12/2025 12:13,27/12/2025 12:13,created,926,330,5,79.95,27/12/2025 12:13,Transferencia bancaria, Scotiabank
6153,27/12/2025 5:33,27/12/2025 5:33,created,780,447,5,159.95,27/12/2025 5:33,digital,yapE
6196,27/12/2025 21:52,27/12/2025 21:52,created,379,450,1,129.99,27/12/2025 21:52,digital,YAPe
6968,27/12/2025 16:53,27/12/2025 16:53,created,1014,503,5,249.9,27/12/2025 16:53,Transferencia bancaria,PichinchA
7029,27/12/2025 22:30,27/12/2025 22:30,created,1014,508,4,199.92,27/12/2025 22:30,efectivo,efectivo
7712,27/12/2025 2:23,27/12/2025 2:23,created,957,555,1,299.98,27/12/2025 2:23,Transferencia bancaria,SCOTIABANK
7842,27/12/2025 4:59,27/12/2025 4:59,created,341,564,5,299.95,27/12/2025 4:59,Transferencia bancaria,scotiabank
8119,27/12/2025 3:25,27/12/2025 3:25,created,1004,586,1,399.98,27/12/2025 3:25,Transferencia bancaria,BCP
8160,27/12/2025 16:19,27/12/2025 16:19,created,379,589,1,129.99,27/12/2025 16:19,digital,YAPe
8646,27/12/2025 0:03,27/12/2025 0:03,created,957,626,1,299.98,27/12/2025 0:03,Transferencia bancaria,Interbank
8670,27/12/2025 16:09,27/12/2025 16:09,created,1073,628,1,199.99,27/12/2025 16:09,digital,YAPe
8760,27/12/2025 18:55,27/12/2025 18:55,created,1073,634,1,199.99,27/12/2025 18:55,efectivo,efectivo
9099,27/12/2025 7:37,27/12/2025 7:37,created,1073,656,1,199.99,27/12/2025 7:37,digital,YAPe
10457,27/12/2025 9:45,27/12/2025 9:45,created,478,750,5,250.0,27/12/2025 9:45,Transferencia bancaria,scotiabank
11642,27/12/2025 3:16,30/12/2025 18:07,finalized,379,841,1,129.99,30/12/2025 18:07,Transferencia bancaria, Scotiabank
