sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
369,29/08/2025 9:42,29/08/2025 9:42,created,478,27,5,250.0,29/08/2025 9:42,Transferencia bancaria, BCP   
1165,29/08/2025 23:21,29/08/2025 23:21,created,1073,88,1,199.99,29/08/2025 23:21,efectivo,efectivo
1732,29/08/2025 6:33,29/08/2025 6:33,created,579,134,1,39.99,29/08/2025 6:33,digital,YAPe
3239,29/08/2025 19:46,29/08/2025 19:46,created,1004,242,1,399.98,29/08/2025 19:46,digital,yapE
3699,29/08/2025 15:15,29/08/2025 15:15,created,191,275,5,499.95,29/08/2025 15:15,Transferencia bancaria, Scotiabank
4114,29/08/2025 4:06,29/08/2025 4:06,created,1073,308,1,199.99,29/08/2025 4:06,digital,pLin
4828,29/08/2025 17:47,29/08/2025 17:47,created,1014,356,5,249.9,29/08/2025 17:47,digital,PliN
4987,29/08/2025 5:30,29/08/2025 5:30,created,957,368,1,299.98,29/08/2025 5:30,digital,pLin
5135,29/08/2025 0:51,29/08/2025 0:51,created,341,376,3,179.97,29/08/2025 0:51,digital,YAPe
6192,29/08/2025 23:39,29/08/2025 23:39,created,543,450,2,50.0,29/08/2025 23:39,efectivo,efectivo
6329,29/08/2025 15:34,29/08/2025 15:34,created,1014,458,2,99.96,29/08/2025 15:34,Transferencia bancaria,IntERBANK 
6405,29/08/2025 2:28,29/08/2025 2:28,created,478,464,1,50.0,29/08/2025 2:28,digital,pLin
8913,29/08/2025 13:10,29/08/2025 13:10,created,1073,642,1,199.99,29/08/2025 13:10,efectivo,efectivo
9379,29/08/2025 12:45,29/08/2025 12:45,created,478,679,1,50.0,29/08/2025 12:45,digital,YAPe
9627,29/08/2025 4:35,29/08/2025 4:35,created,478,694,3,150.0,29/08/2025 4:35,Transferencia bancaria,scotiabank
9862,29/08/2025 8:35,29/08/2025 8:35,created,191,709,5,499.95,29/08/2025 8:35,digital,pLin
9890,29/08/2025 14:58,29/08/2025 14:58,created,1014,712,2,99.96,29/08/2025 14:58,digital,yapE
10357,29/08/2025 19:59,29/08/2025 19:59,created,282,744,4,127.96,29/08/2025 19:59,Transferencia bancaria,  Pichincha  
10580,29/08/2025 14:08,29/08/2025 14:08,created,579,758,3,119.97,29/08/2025 14:08,efectivo,efectivo
10720,29/08/2025 20:00,29/08/2025 20:00,created,1014,770,3,149.94,29/08/2025 20:00,digital,pLin
11111,29/08/2025 23:46,04/09/2025 15:50,finalized,1014,800,3,149.94,04/09/2025 15:50,efectivo,efectivo
12309,29/08/2025 12:11,08/09/2025 12:48,finalized,1014,888,3,149.94,08/09/2025 12:48,efectivo,efectivo
13544,29/08/2025 21:57,05/09/2025 10:43,finalized,379,979,1,129.99,05/09/2025 10:43,efectivo,efectivo
14319,29/08/2025 18:23,05/09/2025 21:27,finalized,379,1031,1,129.99,05/09/2025 21:27,digital,pLin
14794,29/08/2025 7:43,02/09/2025 0:30,finalized,341,1070,4,239.96,02/09/2025 0:30,efectivo,efectivo
15261,29/08/2025 16:21,04/09/2025 6:33,finalized,1073,1108,1,199.99,04/09/2025 6:33,efectivo,efectivo
16503,29/08/2025 8:04,07/09/2025 12:53,finalized,882,1203,4,99.96,07/09/2025 12:53,efectivo,efectivo
16613,29/08/2025 4:10,08/09/2025 15:59,finalized,1073,1211,1,199.99,08/09/2025 15:59,efectivo,efectivo
17521,29/08/2025 9:42,07/09/2025 10:09,finalized,579,1277,3,119.97,07/09/2025 10:09,Transferencia bancaria,BcP
17940,29/08/2025 5:51,04/09/2025 19:43,finalized,379,1306,1,129.99,04/09/2025 19:43,Transferencia bancaria,pichincha
18800,29/08/2025 8:26,07/09/2025 15:06,finalized,1004,1375,1,399.98,07/09/2025 15:06,Transferencia bancaria, Scotiabank
18856,29/08/2025 8:04,08/09/2025 5:26,finalized,1014,1378,1,49.98,08/09/2025 5:26,digital,PliN
18920,29/08/2025 13:55,05/09/2025 6:19,finalized,341,1380,5,299.95,05/09/2025 6:19,Transferencia bancaria,SCOTIABANK
19061,29/08/2025 17:48,09/09/2025 2:59,finalized,379,1389,1,129.99,09/09/2025 2:59,digital,pLin
19446,29/08/2025 5:34,05/09/2025 15:55,finalized,1014,1423,2,99.96,05/09/2025 15:55,Transferencia bancaria,scotiabank
19585,29/08/2025 8:49,02/09/2025 19:38,finalized,1004,1433,1,399.98,02/09/2025 19:38,efectivo,efectivo
19644,29/08/2025 10:41,03/09/2025 23:50,finalized,172,1437,5,150.0,03/09/2025 23:50,efectivo,efectivo
19974,29/08/2025 15:10,09/09/2025 11:28,finalized,341,1462,4,239.96,09/09/2025 11:28,digital,YAPe
20129,29/08/2025 17:14,06/09/2025 0:47,finalized,341,1473,5,299.95,06/09/2025 0:47,efectivo,efectivo
20210,29/08/2025 21:18,02/09/2025 16:51,finalized,341,1479,3,179.97,02/09/2025 16:51,efectivo,efectivo
20485,29/08/2025 10:21,08/09/2025 4:53,finalized,379,1498,1,129.99,08/09/2025 4:53,efectivo,efectivo
20838,29/08/2025 2:40,07/09/2025 0:58,finalized,957,1522,1,299.98,07/09/2025 0:58,efectivo,efectivo
21405,29/08/2025 8:51,02/09/2025 15:02,finalized,541,1561,4,280.0,02/09/2025 15:02,Transferencia bancaria,BcP
