sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
902,23/11/2025 5:50,23/11/2025 5:50,created,341,67,5,299.95,23/11/2025 5:50,Transferencia bancaria,scotiabank
1046,23/11/2025 11:58,23/11/2025 11:58,created,957,77,1,299.98,23/11/2025 11:58,Transferencia bancaria,BBVA   
1239,23/11/2025 7:54,23/11/2025 7:54,created,1073,93,1,199.99,23/11/2025 7:54,digital,YAPe
1546,23/11/2025 17:34,23/11/2025 17:34,created,191,118,1,99.99,23/11/2025 17:34,efectivo,efectivo
1896,23/11/2025 21:27,23/11/2025 21:27,created,251,146,3,269.97,23/11/2025 21:27,efectivo,efectivo
2075,23/11/2025 4:35,23/11/2025 4:35,created,341,163,4,239.96,23/11/2025 4:35,Transferencia bancaria,BcP
2162,23/11/2025 20:20,23/11/2025 20:20,created,1073,172,1,199.99,23/11/2025 20:20,digital,PliN
2493,23/11/2025 23:18,23/11/2025 23:18,created,1014,193,3,149.94,23/11/2025 23:18,Transferencia bancaria,pichincha
3574,23/11/2025 8:10,23/11/2025 8:10,created,579,266,5,199.95,23/11/2025 8:10,Transferencia bancaria,PichinchA
4162,23/11/2025 6:56,23/11/2025 6:56,created,478,311,4,200.0,23/11/2025 6:56,Transferencia bancaria,IntERBANK 
4573,23/11/2025 8:48,23/11/2025 8:48,created,1073,338,1,199.99,23/11/2025 8:48,Transferencia bancaria,SCOTIABANK
5389,23/11/2025 19:02,23/11/2025 19:02,created,1014,394,4,199.92,23/11/2025 19:02,efectivo,efectivo
7210,23/11/2025 13:31,23/11/2025 13:31,created,478,520,5,250.0,23/11/2025 13:31,digital,yapE
7530,23/11/2025 22:17,23/11/2025 22:17,created,341,543,4,239.96,23/11/2025 22:17,digital,PliN
8918,23/11/2025 13:33,23/11/2025 13:33,created,1004,642,1,399.98,23/11/2025 13:33,Transferencia bancaria,bcp
9420,23/11/2025 19:48,23/11/2025 19:48,created,1014,682,2,99.96,23/11/2025 19:48,efectivo,efectivo
10405,23/11/2025 23:26,23/11/2025 23:26,created,341,748,1,59.99,23/11/2025 23:26,digital,pLin
10531,23/11/2025 18:05,23/11/2025 18:05,created,191,754,3,299.97,23/11/2025 18:05,efectivo,efectivo
10905,23/11/2025 23:32,23/11/2025 23:32,created,1073,785,1,199.99,23/11/2025 23:32,digital,yapE
10990,23/11/2025 8:22,23/11/2025 8:22,created,957,791,1,299.98,23/11/2025 8:22,digital,yapE
11112,23/11/2025 18:21,01/12/2025 22:41,finalized,1004,800,1,399.98,01/12/2025 22:41,efectivo,efectivo
11412,23/11/2025 2:37,03/12/2025 13:39,finalized,379,823,1,129.99,03/12/2025 13:39,efectivo,efectivo
11528,23/11/2025 5:52,29/11/2025 5:45,finalized,1014,833,5,249.9,29/11/2025 5:45,efectivo,efectivo
11946,23/11/2025 0:12,03/12/2025 12:36,finalized,478,862,2,100.0,03/12/2025 12:36,Transferencia bancaria,Scotiabank
12957,23/11/2025 3:11,03/12/2025 13:04,finalized,379,938,1,129.99,03/12/2025 13:04,efectivo,efectivo
13286,23/11/2025 6:40,26/11/2025 16:02,finalized,1073,960,1,199.99,26/11/2025 16:02,efectivo,efectivo
14049,23/11/2025 6:52,04/12/2025 4:55,finalized,379,1014,1,129.99,04/12/2025 4:55,Transferencia bancaria,bcp
14445,23/11/2025 23:07,27/11/2025 8:18,finalized,1073,1043,1,199.99,27/11/2025 8:18,efectivo,efectivo
14748,23/11/2025 10:56,27/11/2025 10:06,finalized,379,1067,1,129.99,27/11/2025 10:06,digital,PliN
14916,23/11/2025 2:21,29/11/2025 15:26,finalized,541,1082,5,350.0,29/11/2025 15:26,efectivo,efectivo
14931,23/11/2025 15:25,01/12/2025 7:31,finalized,579,1083,4,159.96,01/12/2025 7:31,Transferencia bancaria,bcp
15161,23/11/2025 10:49,28/11/2025 21:24,finalized,478,1101,4,200.0,28/11/2025 21:24,Transferencia bancaria,Scotiabank
15433,23/11/2025 2:22,29/11/2025 16:20,finalized,341,1119,4,239.96,29/11/2025 16:20,efectivo,efectivo
15512,23/11/2025 20:58,04/12/2025 9:33,finalized,1004,1126,1,399.98,04/12/2025 9:33,efectivo,efectivo
16118,23/11/2025 14:57,04/12/2025 11:14,finalized,957,1169,1,299.98,04/12/2025 11:14,Transferencia bancaria,  Pichincha  
16442,23/11/2025 11:36,03/12/2025 20:14,finalized,341,1196,5,299.95,03/12/2025 20:14,efectivo,efectivo
16532,23/11/2025 22:47,29/11/2025 17:44,finalized,1004,1205,1,399.98,29/11/2025 17:44,efectivo,efectivo
16602,23/11/2025 4:22,01/12/2025 16:09,finalized,957,1210,1,299.98,01/12/2025 16:09,efectivo,efectivo
17669,23/11/2025 7:37,01/12/2025 13:05,finalized,957,1288,1,299.98,01/12/2025 13:05,efectivo,efectivo
17674,23/11/2025 3:11,27/11/2025 4:23,finalized,924,1288,4,63.96,27/11/2025 4:23,digital,yapE
18000,23/11/2025 21:41,03/12/2025 23:21,finalized,379,1310,1,129.99,03/12/2025 23:21,digital,YAPe
18399,23/11/2025 23:56,01/12/2025 12:56,finalized,191,1346,2,199.98,01/12/2025 12:56,digital,PliN
18915,23/11/2025 23:26,27/11/2025 23:13,finalized,379,1380,1,129.99,27/11/2025 23:13,Transferencia bancaria,bbvA
18998,23/11/2025 21:27,03/12/2025 18:02,finalized,379,1385,1,129.99,03/12/2025 18:02,Transferencia bancaria,BCP
19222,23/11/2025 15:29,28/11/2025 3:45,finalized,579,1405,5,199.95,28/11/2025 3:45,efectivo,efectivo
19591,23/11/2025 7:33,03/12/2025 10:36,finalized,478,1433,3,150.0,03/12/2025 10:36,efectivo,efectivo
19815,23/11/2025 6:49,28/11/2025 10:39,finalized,379,1448,1,129.99,28/11/2025 10:39,digital,YAPe
20029,23/11/2025 6:45,28/11/2025 5:49,finalized,1004,1465,1,399.98,28/11/2025 5:49,digital,yapE
20979,23/11/2025 7:13,28/11/2025 2:36,finalized,341,1533,5,299.95,28/11/2025 2:36,Transferencia bancaria,BcP
21606,23/11/2025 13:34,26/11/2025 18:40,finalized,1014,1574,1,49.98,26/11/2025 18:40,Transferencia bancaria,PichinchA
22263,23/11/2025 13:59,01/12/2025 12:25,finalized,957,1616,1,299.98,01/12/2025 12:25,efectivo,efectivo
22404,23/11/2025 18:46,29/11/2025 13:44,finalized,478,1625,4,200.0,29/11/2025 13:44,efectivo,efectivo
22574,23/11/2025 0:53,30/11/2025 15:38,finalized,1014,1636,4,199.92,30/11/2025 15:38,Transferencia bancaria,Interbank
22664,23/11/2025 22:56,02/12/2025 14:34,finalized,579,1643,2,79.98,02/12/2025 14:34,efectivo,efectivo
22756,23/11/2025 2:15,30/11/2025 4:15,finalized,478,1650,1,50.0,30/11/2025 4:15,digital,PliN
22823,23/11/2025 11:35,02/12/2025 8:15,finalized,957,1654,1,299.98,02/12/2025 8:15,efectivo,efectivo
23716,23/11/2025 23:57,01/12/2025 22:12,finalized,1014,1720,5,249.9,01/12/2025 22:12,Transferencia bancaria, BCP   
23814,23/11/2025 20:08,29/11/2025 2:15,finalized,1004,1727,1,399.98,29/11/2025 2:15,efectivo,efectivo
24803,23/11/2025 14:09,03/12/2025 17:24,finalized,579,1795,5,199.95,03/12/2025 17:24,efectivo,efectivo
25567,23/11/2025 12:04,01/12/2025 12:27,finalized,1004,1844,1,399.98,01/12/2025 12:27,efectivo,efectivo
