sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
56,04/12/2025 2:21,04/12/2025 2:21,created,1004,6,1,399.98,04/12/2025 2:21,efectivo,efectivo
250,04/12/2025 3:06,04/12/2025 3:06,created,1073,19,1,199.99,04/12/2025 3:06,Transferencia bancaria,Scotiabank
819,04/12/2025 21:05,04/12/2025 21:05,created,379,60,1,129.99,04/12/2025 21:05,Transferencia bancaria,BcP
968,04/12/2025 0:59,04/12/2025 0:59,created,1004,72,1,399.98,04/12/2025 0:59,Transferencia bancaria,BcP
1091,04/12/2025 22:38,04/12/2025 22:38,created,1014,82,4,199.92,04/12/2025 22:38,efectivo,efectivo
1941,04/12/2025 20:46,04/12/2025 20:46,created,478,151,2,100.0,04/12/2025 20:46,efectivo,efectivo
1976,04/12/2025 10:32,04/12/2025 10:32,created,379,154,1,129.99,04/12/2025 10:32,digital,PliN
2587,04/12/2025 7:06,04/12/2025 7:06,created,379,198,1,129.99,04/12/2025 7:06,Transferencia bancaria,BCP
2645,04/12/2025 7:05,04/12/2025 7:05,created,478,203,1,50.0,04/12/2025 7:05,efectivo,efectivo
2738,04/12/2025 17:07,04/12/2025 17:07,created,957,209,1,299.98,04/12/2025 17:07,digital,yapE
3823,04/12/2025 0:06,04/12/2025 0:06,created,478,285,4,200.0,04/12/2025 0:06,digital,YAPe
3918,04/12/2025 18:51,04/12/2025 18:51,created,379,290,1,129.99,04/12/2025 18:51,Transferencia bancaria,  Pichincha  
4004,04/12/2025 1:38,04/12/2025 1:38,created,191,296,3,299.97,04/12/2025 1:38,digital,pLin
4040,04/12/2025 6:30,04/12/2025 6:30,created,957,300,1,299.98,04/12/2025 6:30,digital,pLin
5681,04/12/2025 11:50,04/12/2025 11:50,created,341,418,1,59.99,04/12/2025 11:50,Transferencia bancaria, BCP   
5823,04/12/2025 4:40,04/12/2025 4:40,created,341,429,1,59.99,04/12/2025 4:40,Transferencia bancaria, BCP   
6041,04/12/2025 13:55,04/12/2025 13:55,created,478,440,4,200.0,04/12/2025 13:55,efectivo,efectivo
6289,04/12/2025 15:19,04/12/2025 15:19,created,579,455,2,79.98,04/12/2025 15:19,Transferencia bancaria,PichinchA
6292,04/12/2025 23:29,04/12/2025 23:29,created,379,455,1,129.99,04/12/2025 23:29,Transferencia bancaria,Interbank
