sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
317,26/12/2025 23:48,26/12/2025 23:48,created,1004,23,1,399.98,26/12/2025 23:48,efectivo,efectivo
1638,26/12/2025 20:44,26/12/2025 20:44,created,478,124,2,100.0,26/12/2025 20:44,efectivo,efectivo
1785,26/12/2025 21:20,26/12/2025 21:20,created,957,139,1,299.98,26/12/2025 21:20,efectivo,efectivo
1826,26/12/2025 17:12,26/12/2025 17:12,created,777,141,5,159.95,26/12/2025 17:12,efectivo,efectivo
2010,26/12/2025 6:17,26/12/2025 6:17,created,191,156,2,199.98,26/12/2025 6:17,digital,pLin
2492,26/12/2025 22:29,26/12/2025 22:29,created,1073,193,1,199.99,26/12/2025 22:29,digital,PliN
2576,26/12/2025 15:08,26/12/2025 15:08,created,191,197,1,99.99,26/12/2025 15:08,efectivo,efectivo
3853,26/12/2025 4:52,26/12/2025 4:52,created,1014,287,1,49.98,26/12/2025 4:52,digital,yapE
4370,26/12/2025 16:53,26/12/2025 16:53,created,957,326,1,299.98,26/12/2025 16:53,digital,PliN
5029,26/12/2025 9:40,26/12/2025 9:40,created,379,370,1,129.99,26/12/2025 9:40,efectivo,efectivo
5039,26/12/2025 16:57,26/12/2025 16:57,created,478,371,5,250.0,26/12/2025 16:57,efectivo,efectivo
5127,26/12/2025 6:21,26/12/2025 6:21,created,677,376,1,108.0,26/12/2025 6:21,Transferencia bancaria,bbvA
5476,26/12/2025 5:47,26/12/2025 5:47,created,379,400,1,129.99,26/12/2025 5:47,Transferencia bancaria,Scotiabank
5751,26/12/2025 13:54,26/12/2025 13:54,created,579,424,4,159.96,26/12/2025 13:54,Transferencia bancaria, BCP   
7353,26/12/2025 13:46,26/12/2025 13:46,created,770,532,2,95.98,26/12/2025 13:46,digital,YAPe
8839,26/12/2025 20:55,26/12/2025 20:55,created,341,637,1,59.99,26/12/2025 20:55,Transferencia bancaria,Scotiabank
9019,26/12/2025 3:14,26/12/2025 3:14,created,579,649,4,159.96,26/12/2025 3:14,digital,yapE
9811,26/12/2025 18:12,26/12/2025 18:12,created,1004,705,1,399.98,26/12/2025 18:12,Transferencia bancaria,BCP
10593,26/12/2025 14:25,26/12/2025 14:25,created,1073,759,1,199.99,26/12/2025 14:25,digital,yapE
10891,26/12/2025 10:06,26/12/2025 10:06,created,191,783,3,299.97,26/12/2025 10:06,efectivo,efectivo
11208,26/12/2025 0:19,01/01/2026 4:47,finalized,341,806,4,239.96,01/01/2026 4:47,digital,pLin
11323,26/12/2025 23:10,30/12/2025 2:02,finalized,1004,819,1,399.98,30/12/2025 2:02,efectivo,efectivo
11479,26/12/2025 11:08,04/01/2026 6:40,finalized,379,829,1,129.99,04/01/2026 6:40,efectivo,efectivo
11658,26/12/2025 15:45,29/12/2025 22:55,finalized,478,842,1,50.0,29/12/2025 22:55,efectivo,efectivo
11994,26/12/2025 12:40,01/01/2026 9:18,finalized,341,865,3,179.97,01/01/2026 9:18,efectivo,efectivo
12723,26/12/2025 11:21,30/12/2025 9:07,finalized,341,922,2,119.98,30/12/2025 9:07,efectivo,efectivo
12803,26/12/2025 12:01,31/12/2025 2:42,finalized,1073,928,1,199.99,31/12/2025 2:42,efectivo,efectivo
13430,26/12/2025 22:25,01/01/2026 13:22,finalized,1073,970,1,199.99,01/01/2026 13:22,Transferencia bancaria,BcP
14086,26/12/2025 16:26,30/12/2025 22:06,finalized,579,1016,3,119.97,30/12/2025 22:06,efectivo,efectivo
14672,26/12/2025 21:57,06/01/2026 3:27,finalized,341,1059,4,239.96,06/01/2026 3:27,digital,pLin
15249,26/12/2025 16:55,30/12/2025 23:25,finalized,478,1107,2,100.0,30/12/2025 23:25,efectivo,efectivo
15856,26/12/2025 9:33,29/12/2025 14:09,finalized,1014,1151,2,99.96,29/12/2025 14:09,Transferencia bancaria,BCP
16028,26/12/2025 10:57,01/01/2026 19:31,finalized,191,1162,4,399.96,01/01/2026 19:31,efectivo,efectivo
16883,26/12/2025 11:26,31/12/2025 6:31,finalized,1073,1232,1,199.99,31/12/2025 6:31,Transferencia bancaria, BCP   
17765,26/12/2025 8:17,31/12/2025 17:05,finalized,341,1292,1,59.99,31/12/2025 17:05,digital,pLin
17860,26/12/2025 8:14,03/01/2026 8:55,finalized,341,1299,4,239.96,03/01/2026 8:55,digital,YAPe
18541,26/12/2025 20:05,06/01/2026 17:17,finalized,1073,1357,1,199.99,06/01/2026 17:17,Transferencia bancaria,IntERBANK 
21021,26/12/2025 19:42,05/01/2026 23:36,finalized,379,1535,1,129.99,05/01/2026 23:36,Transferencia bancaria, Scotiabank
21129,26/12/2025 2:08,04/01/2026 5:38,finalized,1014,1542,2,99.96,04/01/2026 5:38,efectivo,efectivo
21185,26/12/2025 8:13,31/12/2025 23:42,finalized,341,1544,4,239.96,31/12/2025 23:42,digital,PliN
21861,26/12/2025 14:51,29/12/2025 21:12,finalized,341,1588,4,239.96,29/12/2025 21:12,efectivo,efectivo
22182,26/12/2025 9:45,31/12/2025 7:48,finalized,341,1608,5,299.95,31/12/2025 7:48,digital,yapE
22348,26/12/2025 7:19,31/12/2025 7:45,finalized,379,1620,1,129.99,31/12/2025 7:45,Transferencia bancaria,BBVA   
22589,26/12/2025 3:10,31/12/2025 18:22,finalized,341,1636,1,59.99,31/12/2025 18:22,Transferencia bancaria,SCOTIABANK
23439,26/12/2025 16:52,29/12/2025 17:08,finalized,478,1699,1,50.0,29/12/2025 17:08,Transferencia bancaria,Scotiabank
23578,26/12/2025 14:27,05/01/2026 1:13,finalized,1014,1711,5,249.9,05/01/2026 1:13,digital,PliN
