sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
212,20/01/2026 7:23,20/01/2026 7:23,created,478,16,2,100.0,20/01/2026 7:23,efectivo,efectivo
343,20/01/2026 15:32,20/01/2026 15:32,created,341,24,3,179.97,20/01/2026 15:32,digital,yapE
1332,20/01/2026 17:44,20/01/2026 17:44,created,191,98,3,299.97,20/01/2026 17:44,efectivo,efectivo
1592,20/01/2026 13:34,20/01/2026 13:34,created,379,122,1,129.99,20/01/2026 13:34,efectivo,efectivo
1745,20/01/2026 2:14,20/01/2026 2:14,created,478,136,4,200.0,20/01/2026 2:14,digital,yapE
1991,20/01/2026 9:18,20/01/2026 9:18,created,1014,155,4,199.92,20/01/2026 9:18,Transferencia bancaria, Scotiabank
2481,20/01/2026 2:44,20/01/2026 2:44,created,478,192,2,100.0,20/01/2026 2:44,Transferencia bancaria,PichinchA
2931,20/01/2026 0:14,20/01/2026 0:14,created,579,222,1,39.99,20/01/2026 0:14,Transferencia bancaria,IntERBANK 
3293,20/01/2026 12:13,20/01/2026 12:13,created,341,245,1,59.99,20/01/2026 12:13,digital,PliN
3694,20/01/2026 14:03,20/01/2026 14:03,created,379,275,1,129.99,20/01/2026 14:03,digital,PliN
5222,20/01/2026 5:20,20/01/2026 5:20,created,208,382,1,1999.99,20/01/2026 5:20,digital,yapE
5268,20/01/2026 10:57,20/01/2026 10:57,created,957,385,1,299.98,20/01/2026 10:57,efectivo,efectivo
6106,20/01/2026 18:58,20/01/2026 18:58,created,1004,444,1,399.98,20/01/2026 18:58,Transferencia bancaria,bcp
7052,20/01/2026 18:06,20/01/2026 18:06,created,341,509,3,179.97,20/01/2026 18:06,digital,YAPe
7222,20/01/2026 23:53,20/01/2026 23:53,created,957,521,1,299.98,20/01/2026 23:53,efectivo,efectivo
7245,20/01/2026 23:36,20/01/2026 23:36,created,1014,524,5,249.9,20/01/2026 23:36,efectivo,efectivo
7574,20/01/2026 3:31,20/01/2026 3:31,created,1073,548,1,199.99,20/01/2026 3:31,efectivo,efectivo
7619,20/01/2026 6:30,20/01/2026 6:30,created,1073,550,1,199.99,20/01/2026 6:30,efectivo,efectivo
7809,20/01/2026 17:12,20/01/2026 17:12,created,957,563,1,299.98,20/01/2026 17:12,digital,yapE
8499,20/01/2026 17:12,20/01/2026 17:12,created,478,616,4,200.0,20/01/2026 17:12,Transferencia bancaria,Scotiabank
8668,20/01/2026 2:52,20/01/2026 2:52,created,191,627,2,199.98,20/01/2026 2:52,Transferencia bancaria,SCOTIABANK
9145,20/01/2026 12:08,20/01/2026 12:08,created,191,660,5,499.95,20/01/2026 12:08,Transferencia bancaria, BCP   
9581,20/01/2026 13:14,20/01/2026 13:14,created,869,690,3,74.97,20/01/2026 13:14,efectivo,efectivo
9714,20/01/2026 2:12,20/01/2026 2:12,created,341,698,5,299.95,20/01/2026 2:12,digital,yapE
9750,20/01/2026 20:38,20/01/2026 20:38,created,957,701,1,299.98,20/01/2026 20:38,Transferencia bancaria,Interbank
12443,20/01/2026 20:43,27/01/2026 10:31,finalized,478,898,1,50.0,27/01/2026 10:31,digital,PliN
12918,20/01/2026 3:15,28/01/2026 14:40,finalized,957,937,1,299.98,28/01/2026 14:40,efectivo,efectivo
13084,20/01/2026 11:18,24/01/2026 14:21,finalized,1073,947,1,199.99,24/01/2026 14:21,Transferencia bancaria,Scotiabank
13139,20/01/2026 18:26,28/01/2026 16:49,finalized,235,949,4,139.96,28/01/2026 16:49,Transferencia bancaria,BCP
13423,20/01/2026 23:07,29/01/2026 2:26,finalized,478,969,1,50.0,29/01/2026 2:26,efectivo,efectivo
13969,20/01/2026 18:26,29/01/2026 0:52,finalized,341,1011,4,239.96,29/01/2026 0:52,Transferencia bancaria,Interbank
14220,20/01/2026 6:15,30/01/2026 0:38,finalized,1004,1024,1,399.98,30/01/2026 0:38,Transferencia bancaria,IntERBANK 
14428,20/01/2026 13:02,26/01/2026 14:22,finalized,1014,1041,2,99.96,26/01/2026 14:22,Transferencia bancaria, Scotiabank
14511,20/01/2026 9:54,30/01/2026 22:35,finalized,276,1048,4,127.96,30/01/2026 22:35,digital,YAPe
14571,20/01/2026 14:41,26/01/2026 12:18,finalized,341,1054,4,239.96,26/01/2026 12:18,Transferencia bancaria,bcp
14866,20/01/2026 2:18,30/01/2026 23:28,finalized,1014,1077,4,199.92,30/01/2026 23:28,Transferencia bancaria,IntERBANK 
16069,20/01/2026 11:09,26/01/2026 9:33,finalized,379,1166,1,129.99,26/01/2026 9:33,efectivo,efectivo
16423,20/01/2026 7:35,24/01/2026 2:53,finalized,341,1195,2,119.98,24/01/2026 2:53,digital,pLin
16542,20/01/2026 15:21,27/01/2026 20:14,finalized,341,1205,3,179.97,27/01/2026 20:14,digital,PliN
17498,20/01/2026 21:51,28/01/2026 9:07,finalized,379,1275,1,129.99,28/01/2026 9:07,efectivo,efectivo
18073,20/01/2026 9:43,26/01/2026 19:31,finalized,1004,1320,1,399.98,26/01/2026 19:31,digital,PliN
18493,20/01/2026 20:16,28/01/2026 10:27,finalized,1004,1353,1,399.98,28/01/2026 10:27,Transferencia bancaria, Scotiabank
20521,20/01/2026 22:05,28/01/2026 10:29,finalized,191,1500,3,299.97,28/01/2026 10:29,Transferencia bancaria,scotiabank
20765,20/01/2026 8:37,25/01/2026 19:55,finalized,191,1516,2,199.98,25/01/2026 19:55,Transferencia bancaria,BcP
20787,20/01/2026 17:15,29/01/2026 15:01,finalized,773,1518,2,103.98,29/01/2026 15:01,efectivo,efectivo
21159,20/01/2026 2:31,30/01/2026 4:40,finalized,191,1543,3,299.97,30/01/2026 4:40,digital,yapE
21235,20/01/2026 15:02,24/01/2026 15:35,finalized,1014,1549,2,99.96,24/01/2026 15:35,digital,YAPe
21243,20/01/2026 15:33,28/01/2026 16:11,finalized,379,1549,1,129.99,28/01/2026 16:11,Transferencia bancaria,pichincha
21410,20/01/2026 21:03,25/01/2026 20:29,finalized,379,1561,1,129.99,25/01/2026 20:29,efectivo,efectivo
21515,20/01/2026 1:59,27/01/2026 20:42,finalized,191,1567,3,299.97,27/01/2026 20:42,Transferencia bancaria,bbvA
21885,20/01/2026 11:11,23/01/2026 19:48,finalized,191,1589,4,399.96,23/01/2026 19:48,efectivo,efectivo
21887,20/01/2026 15:19,25/01/2026 11:01,finalized,191,1589,4,399.96,25/01/2026 11:01,digital,YAPe
21917,20/01/2026 14:43,27/01/2026 15:49,finalized,1004,1592,1,399.98,27/01/2026 15:49,efectivo,efectivo
22141,20/01/2026 23:25,26/01/2026 11:56,finalized,191,1606,2,199.98,26/01/2026 11:56,digital,YAPe
22648,20/01/2026 3:07,26/01/2026 0:30,finalized,379,1641,1,129.99,26/01/2026 0:30,Transferencia bancaria, Scotiabank
22903,20/01/2026 11:57,25/01/2026 4:39,finalized,1004,1658,1,399.98,25/01/2026 4:39,Transferencia bancaria,SCOTIABANK
23106,20/01/2026 1:17,26/01/2026 0:51,finalized,1014,1675,1,49.98,26/01/2026 0:51,digital,pLin
23488,20/01/2026 22:18,28/01/2026 9:34,finalized,579,1703,5,199.95,28/01/2026 9:34,Transferencia bancaria,BCP
23543,20/01/2026 18:41,24/01/2026 0:18,finalized,478,1708,4,200.0,24/01/2026 0:18,digital,PliN
23602,20/01/2026 4:10,27/01/2026 11:26,finalized,774,1712,5,239.95,27/01/2026 11:26,Transferencia bancaria, BCP   
23740,20/01/2026 17:16,29/01/2026 0:25,finalized,682,1721,4,320.0,29/01/2026 0:25,efectivo,efectivo
25259,20/01/2026 11:57,29/01/2026 14:58,finalized,379,1824,1,129.99,29/01/2026 14:58,efectivo,efectivo
25738,20/01/2026 17:12,27/01/2026 15:05,finalized,1014,1854,4,199.92,27/01/2026 15:05,efectivo,efectivo
25791,20/01/2026 14:36,25/01/2026 13:40,finalized,957,1858,1,299.98,25/01/2026 13:40,digital,pLin
27714,20/01/2026 14:44,24/01/2026 23:25,finalized,191,1983,5,499.95,24/01/2026 23:25,efectivo,efectivo
28087,20/01/2026 2:33,26/01/2026 21:40,finalized,191,2009,3,299.97,26/01/2026 21:40,Transferencia bancaria,BCP
