sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
257,22/12/2025 7:20,22/12/2025 7:20,created,478,19,3,150.0,22/12/2025 7:20,Transferencia bancaria,pichincha
709,22/12/2025 15:45,22/12/2025 15:45,created,191,53,2,199.98,22/12/2025 15:45,Transferencia bancaria,bbvA
884,22/12/2025 5:00,22/12/2025 5:00,created,1004,66,1,399.98,22/12/2025 5:00,Transferencia bancaria, Scotiabank
1752,22/12/2025 9:54,22/12/2025 9:54,created,1014,137,1,49.98,22/12/2025 9:54,digital,pLin
2406,22/12/2025 17:56,22/12/2025 17:56,created,191,187,2,199.98,22/12/2025 17:56,Transferencia bancaria,pichincha
3630,22/12/2025 20:59,22/12/2025 20:59,created,1004,271,1,399.98,22/12/2025 20:59,efectivo,efectivo
4664,22/12/2025 18:16,22/12/2025 18:16,created,1073,344,1,199.99,22/12/2025 18:16,Transferencia bancaria,BBVA   
4778,22/12/2025 2:47,22/12/2025 2:47,created,341,352,4,239.96,22/12/2025 2:47,efectivo,efectivo
5205,22/12/2025 11:09,22/12/2025 11:09,created,1004,381,1,399.98,22/12/2025 11:09,efectivo,efectivo
5917,22/12/2025 18:10,22/12/2025 18:10,created,1073,435,1,199.99,22/12/2025 18:10,efectivo,efectivo
6158,22/12/2025 22:12,22/12/2025 22:12,created,341,447,4,239.96,22/12/2025 22:12,digital,pLin
6358,22/12/2025 1:13,22/12/2025 1:13,created,341,460,2,119.98,22/12/2025 1:13,Transferencia bancaria,SCOTIABANK
8067,22/12/2025 11:39,22/12/2025 11:39,created,773,582,3,155.97,22/12/2025 11:39,Transferencia bancaria,bcp
8487,22/12/2025 14:56,22/12/2025 14:56,created,1014,616,2,99.96,22/12/2025 14:56,Transferencia bancaria,scotiabank
9558,22/12/2025 18:43,22/12/2025 18:43,created,341,688,3,179.97,22/12/2025 18:43,efectivo,efectivo
10354,22/12/2025 10:21,22/12/2025 10:21,created,341,744,3,179.97,22/12/2025 10:21,Transferencia bancaria,Scotiabank
10907,22/12/2025 18:49,22/12/2025 18:49,created,1014,785,5,249.9,22/12/2025 18:49,digital,PliN
10980,22/12/2025 3:36,22/12/2025 3:36,created,1004,791,1,399.98,22/12/2025 3:36,Transferencia bancaria,Scotiabank
11633,22/12/2025 2:53,25/12/2025 5:18,finalized,1014,841,2,99.96,25/12/2025 5:18,efectivo,efectivo
11927,22/12/2025 0:28,29/12/2025 17:25,finalized,579,861,1,39.99,29/12/2025 17:25,digital,yapE
14330,22/12/2025 12:03,01/01/2026 10:56,finalized,1004,1032,1,399.98,01/01/2026 10:56,digital,pLin
14337,22/12/2025 16:59,31/12/2025 11:41,finalized,191,1032,3,299.97,31/12/2025 11:41,digital,pLin
15602,22/12/2025 13:21,01/01/2026 19:53,finalized,191,1132,3,299.97,01/01/2026 19:53,efectivo,efectivo
15890,22/12/2025 2:01,27/12/2025 10:53,finalized,957,1153,1,299.98,27/12/2025 10:53,digital,PliN
16524,22/12/2025 6:56,25/12/2025 20:22,finalized,341,1204,2,119.98,25/12/2025 20:22,digital,yapE
17454,22/12/2025 3:33,26/12/2025 19:18,finalized,579,1273,2,79.98,26/12/2025 19:18,digital,YAPe
18094,22/12/2025 16:52,28/12/2025 1:18,finalized,341,1322,2,119.98,28/12/2025 1:18,Transferencia bancaria,PichinchA
18379,22/12/2025 8:24,27/12/2025 1:24,finalized,276,1345,1,31.99,27/12/2025 1:24,Transferencia bancaria,scotiabank
18995,22/12/2025 2:34,31/12/2025 14:08,finalized,478,1385,4,200.0,31/12/2025 14:08,efectivo,efectivo
19010,22/12/2025 19:51,30/12/2025 0:31,finalized,924,1386,3,47.97,30/12/2025 0:31,Transferencia bancaria,scotiabank
19364,22/12/2025 10:27,30/12/2025 5:53,finalized,1014,1417,1,49.98,30/12/2025 5:53,efectivo,efectivo
19992,22/12/2025 23:38,01/01/2026 12:23,finalized,1014,1464,2,99.96,01/01/2026 12:23,Transferencia bancaria,IntERBANK 
20503,22/12/2025 22:09,31/12/2025 18:07,finalized,478,1499,4,200.0,31/12/2025 18:07,Transferencia bancaria,Interbank
20754,22/12/2025 12:21,01/01/2026 17:52,finalized,957,1516,1,299.98,01/01/2026 17:52,digital,PliN
20804,22/12/2025 0:36,26/12/2025 23:24,finalized,191,1519,4,399.96,26/12/2025 23:24,efectivo,efectivo
20860,22/12/2025 22:15,28/12/2025 3:54,finalized,379,1523,1,129.99,28/12/2025 3:54,Transferencia bancaria,scotiabank
24270,22/12/2025 19:16,01/01/2026 1:25,finalized,341,1758,3,179.97,01/01/2026 1:25,Transferencia bancaria,Scotiabank
24491,22/12/2025 3:06,30/12/2025 15:07,finalized,1014,1774,2,99.96,30/12/2025 15:07,digital,PliN
24571,22/12/2025 6:15,30/12/2025 6:02,finalized,1073,1780,1,199.99,30/12/2025 6:02,efectivo,efectivo
25012,22/12/2025 21:06,28/12/2025 8:21,finalized,1004,1809,1,399.98,28/12/2025 8:21,efectivo,efectivo
25314,22/12/2025 14:52,01/01/2026 14:08,finalized,1014,1827,3,149.94,01/01/2026 14:08,digital,YAPe
25532,22/12/2025 5:26,30/12/2025 18:46,finalized,341,1842,4,239.96,30/12/2025 18:46,Transferencia bancaria,Scotiabank
25914,22/12/2025 0:18,26/12/2025 20:44,finalized,379,1865,1,129.99,26/12/2025 20:44,Transferencia bancaria, BCP   
26134,22/12/2025 15:38,01/01/2026 10:40,finalized,1073,1882,1,199.99,01/01/2026 10:40,digital,yapE
26665,22/12/2025 3:39,28/12/2025 21:27,finalized,478,1916,1,50.0,28/12/2025 21:27,digital,YAPe
27590,22/12/2025 19:06,31/12/2025 16:39,finalized,134,1976,5,125.0,31/12/2025 16:39,efectivo,efectivo
28181,22/12/2025 14:14,31/12/2025 7:28,finalized,191,2016,2,199.98,31/12/2025 7:28,Transferencia bancaria,  Pichincha  
