sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
122,29/03/2025 12:44,29/03/2025 12:44,created,1014,10,3,149.94,29/03/2025 12:44,Transferencia bancaria,Scotiabank
1103,29/03/2025 12:00,29/03/2025 12:00,created,478,82,2,100.0,29/03/2025 12:00,digital,YAPe
1392,29/03/2025 21:59,29/03/2025 21:59,created,135,102,5,110.0,29/03/2025 21:59,Transferencia bancaria,scotiabank
1750,29/03/2025 13:29,29/03/2025 13:29,created,1073,137,1,199.99,29/03/2025 13:29,efectivo,efectivo
2094,29/03/2025 0:43,29/03/2025 0:43,created,957,165,1,299.98,29/03/2025 0:43,Transferencia bancaria,BCP
3114,29/03/2025 20:03,29/03/2025 20:03,created,379,233,1,129.99,29/03/2025 20:03,digital,PliN
3453,29/03/2025 17:24,29/03/2025 17:24,created,249,256,1,54.97,29/03/2025 17:24,Transferencia bancaria,IntERBANK 
3785,29/03/2025 1:13,29/03/2025 1:13,created,1004,283,1,399.98,29/03/2025 1:13,digital,pLin
3914,29/03/2025 13:31,29/03/2025 13:31,created,478,290,4,200.0,29/03/2025 13:31,Transferencia bancaria,scotiabank
5828,29/03/2025 13:45,29/03/2025 13:45,created,1073,430,1,199.99,29/03/2025 13:45,digital,yapE
5863,29/03/2025 9:50,29/03/2025 9:50,created,1014,432,4,199.92,29/03/2025 9:50,digital,PliN
5946,29/03/2025 16:25,29/03/2025 16:25,created,478,436,1,50.0,29/03/2025 16:25,efectivo,efectivo
6027,29/03/2025 22:13,29/03/2025 22:13,created,1073,440,1,199.99,29/03/2025 22:13,digital,yapE
7393,29/03/2025 18:00,29/03/2025 18:00,created,579,534,3,119.97,29/03/2025 18:00,Transferencia bancaria,bcp
8298,29/03/2025 12:56,29/03/2025 12:56,created,379,601,1,129.99,29/03/2025 12:56,Transferencia bancaria,BcP
8960,29/03/2025 5:34,29/03/2025 5:34,created,1014,646,4,199.92,29/03/2025 5:34,Transferencia bancaria,SCOTIABANK
9190,29/03/2025 15:29,29/03/2025 15:29,created,862,664,5,124.95,29/03/2025 15:29,digital,yapE
9303,29/03/2025 17:59,29/03/2025 17:59,created,957,674,1,299.98,29/03/2025 17:59,digital,pLin
10271,29/03/2025 10:06,29/03/2025 10:06,created,379,739,1,129.99,29/03/2025 10:06,digital,yapE
10857,29/03/2025 1:18,29/03/2025 1:18,created,1014,780,4,199.92,29/03/2025 1:18,efectivo,efectivo
