sales_id,created_at,end_at,status,product_id,customer_id,quantity,sales_subtotal,updated_at,medio_de_pago,bank_origin
600,26/01/2026 11:41,26/01/2026 11:41,created,379,45,1,129.99,26/01/2026 11:41,efectivo,efectivo
1026,26/01/2026 16:17,26/01/2026 16:17,created,1073,76,1,199.99,26/01/2026 16:17,digital,PliN
1243,26/01/2026 21:00,26/01/2026 21:00,created,579,93,4,159.96,26/01/2026 21:00,digital,PliN
1360,26/01/2026 7:11,26/01/2026 7:11,created,478,100,5,250.0,26/01/2026 7:11,Transferencia bancaria,  Pichincha  
1402,26/01/2026 0:33,26/01/2026 0:33,created,478,103,3,150.0,26/01/2026 0:33,Transferencia bancaria,Interbank
1888,26/01/2026 13:57,26/01/2026 13:57,created,695,146,1,169.99,26/01/2026 13:57,digital,yapE
1961,26/01/2026 22:05,26/01/2026 22:05,created,1073,154,1,199.99,26/01/2026 22:05,digital,PliN
2039,26/01/2026 13:25,26/01/2026 13:25,created,957,160,1,299.98,26/01/2026 13:25,Transferencia bancaria,IntERBANK 
2118,26/01/2026 4:12,26/01/2026 4:12,created,579,168,3,119.97,26/01/2026 4:12,Transferencia bancaria,BcP
2973,26/01/2026 4:30,26/01/2026 4:30,created,379,224,1,129.99,26/01/2026 4:30,Transferencia bancaria,BBVA   
4108,26/01/2026 1:29,26/01/2026 1:29,created,727,307,4,39.96,26/01/2026 1:29,digital,YAPe
4392,26/01/2026 2:39,26/01/2026 2:39,created,579,327,2,79.98,26/01/2026 2:39,digital,pLin
4983,26/01/2026 14:02,26/01/2026 14:02,created,1014,368,4,199.92,26/01/2026 14:02,Transferencia bancaria,BBVA   
5231,26/01/2026 2:42,26/01/2026 2:42,created,1004,383,1,399.98,26/01/2026 2:42,digital,yapE
6209,26/01/2026 9:01,26/01/2026 9:01,created,191,450,2,199.98,26/01/2026 9:01,efectivo,efectivo
7103,26/01/2026 4:54,26/01/2026 4:54,created,379,512,1,129.99,26/01/2026 4:54,Transferencia bancaria,Scotiabank
7155,26/01/2026 7:39,26/01/2026 7:39,created,478,516,2,100.0,26/01/2026 7:39,digital,pLin
7416,26/01/2026 1:41,26/01/2026 1:41,created,341,535,4,239.96,26/01/2026 1:41,efectivo,efectivo
8888,26/01/2026 8:17,26/01/2026 8:17,created,478,640,5,250.0,26/01/2026 8:17,Transferencia bancaria,  Pichincha  
9651,26/01/2026 10:27,26/01/2026 10:27,created,1004,696,1,399.98,26/01/2026 10:27,digital,YAPe
10335,26/01/2026 4:29,26/01/2026 4:29,created,1014,744,4,199.92,26/01/2026 4:29,efectivo,efectivo
11045,26/01/2026 1:41,02/02/2026 21:46,finalized,135,793,5,110.0,02/02/2026 21:46,efectivo,efectivo
11131,26/01/2026 19:09,03/02/2026 15:39,finalized,1004,801,1,399.98,03/02/2026 15:39,digital,YAPe
11263,26/01/2026 6:28,05/02/2026 5:57,finalized,478,812,1,50.0,05/02/2026 5:57,digital,yapE
11306,26/01/2026 10:22,30/01/2026 9:47,finalized,1004,818,1,399.98,30/01/2026 9:47,digital,YAPe
11375,26/01/2026 8:21,06/02/2026 0:35,finalized,1014,822,1,49.98,06/02/2026 0:35,efectivo,efectivo
